Title,Timestamp,Article Text,Image URL Derived,Image URL 2,Source Name,Source URL
HbA1c Stability Lowers Alzheimer's Risk,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638587854423695561-66b5c4e4a92b3374bec2786b.jpg,MedicalXpress,https://medicalxpress.com/news/2024-08-hba1c-stability-alzheimer-disease-dementias.html
NICE Approves Casgevy for Genetic Treatment of Thalassaemia,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638587844723173592-66b5c0c149003ff21e6ff2e4.png,Pharmaphorum,https://pharmaphorum.com/news/after-no-sickle-cell-nice-oks-casgevy-thalassaemia
Type 1 Diabetes Affects Taste & Flavour Perception,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638586961552202903-66b4668ec951111ed1712ca2.jpg,News Medical Life Sciences,https://www.news-medical.net/news/20240807/Does-type-1-diabetes-affect-taste-and-flavor-recognition.aspx
Radiotherapy Prevents Cancer Recurrence up to 10 Years,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638586952564298247-66b463fb49003ff21e6ff2a5.jpg,Eureka News,http://dx.doi.org/10.1016/S1470-2045(24)00347-4
MS Australia Awards Grants to Tackle Unmet Needs,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638586946051783264-66b4617fc951111ed1712ca1.jpg,Multiple Sclerosis News Today,https://multiplesclerosisnewstoday.com/news-posts/2024/08/07/ms-australia-innovative-ms-research-projects-unmet-needs/
FDA Requires Actinium to Refile Radiopharmaceutical NDA,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638585795033378095-66b29f7d49003ff21e6ff06c.jpg,Pharmaphorum,https://pharmaphorum.com/news/actiniums-radioligand-filing-plans-scuppered-fda
New Bioactive Material Repairs Cartilage for Joint Injuries,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638585798822994519-66b2a16749003ff21e6ff06d.jpg,Drug Target Review,https://www.drugtargetreview.com/news/152107/promising-new-bioactive-material-to-regenerate-cartilage/
CT Scans identify People at Risk of Type II Diabetes,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638585803279053195-66b2a365c951111ed1712ba5.jpg,MedicalXpress,https://medicalxpress.com/news/2024-08-ct-health-screening-diabetes.html
Bayer's Finerenone Positive Trial Readout in Heart Failure,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638585251956959980-66b1cc6fec5c19dea9086aaa.jpg,Pharmaphorum,https://pharmaphorum.com/news/bayers-finerenone-clears-key-heart-failure-trial
WHO to Develop mRNA Vaccine Against Bird Flu in Humans,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638585248035952915-66b1c9f2ec5c19dea9086aa9.jpg,Healio,https://www.healio.com/news/infectious-disease/20240802/who-launches-effort-to-develop-mrna-vaccine-against-bird-flu
FDA Expands Ocugen's Access Program for Retinitis Pigmentosa,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638585242494370824-66b1c821ec5c19dea9086aa8.jpg,HCPLive,https://www.hcplive.com/view/fda-approves-ocu400-expanded-access-program-for-retinitis-pigmentosa
Anavex Chances EMA Approval for Alzheimer's Despite Missing an Endpoint,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638584428589638621-66b089d6f377506fb38122c2.jpg,Clinical Trials Arena,https://www.clinicaltrialsarena.com/news/anavex-seek-ema-approval-shaky-results/
Older GLP-1 Drug Shows Promising Results in Alzheimer's,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638584416080618019-66b085b4ec5c19dea90869b6.jpg,Pharmaphorum,https://pharmaphorum.com/news/older-glp-1-drug-shows-glimmer-benefit-alzheimers
FDA Roundup for 2 August 2024,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638584411979424557-66b08394ec5c19dea90869b5.jpg,PR Newswire Medical Pharmaceuticals,https://www.prnewswire.com/news-releases/fda-roundup-august-2-2024-302213643.html
Bayer Submits FDA Application for Menopause Drug Elinzanetant,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638581927077928134-66acb99aec5c19dea9086909.jpg,Pharmaphorum,https://pharmaphorum.com/news/bayer-files-first-application-menopause-drug-elinzanetant
EU Approves Roche's Vabysmo for Retinal Vein Occlusion,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638581923721659746-66acb85ef377506fb3812250.jpg,Healio,https://www.healio.com/news/ophthalmology/20240801/european-commission-approves-vabysmo-for-retinal-vein-occlusion
Type 1 Diabetes Likely to Passed on By Fathers Than Mothers,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638581921583551734-66acb687ec5c19dea9086908.jpg,HCPLive,https://www.hcplive.com/view/fathers-with-type-1-diabetes-may-be-more-likely-to-pass-on-disease-than-mothers
18 Medications Found to Raise Angle-Closure Glaucoma Risk,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638580955872491176-66ab3d32ec5c19dea9086825.jpg,Healio,https://www.healio.com/news/optometry/20240731/researchers-identify-18-drugs-associated-with-angleclosure-glaucoma
Revised Guideline Recommends Rytelo to Treat Anaemia in MDS,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638580950852728683-66ab3bc9f377506fb3812211.jpg,Targeted Oncology,https://www.targetedonc.com/view/nccn-updates-guidelines-to-recommend-imetelstat-for-lower-risk-mds-anemia-treatment
New Test Predicts Adverse Events of New Alzheimer's Drugs,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638580947180881814-66ab3a6f77263ce927436bd2.jpg,PR Newswire ClinicalTrials Medical Discoveries,https://www.prnewswire.com/news-releases/new-test-can-detect-patients-risk-of-harmful-side-effects-from-alzheimers-drugs-302208339.html
CHMP Recommends Merck's KEYTRUDA for Bladder Cancer,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638580076369497680-66a9e68877263ce927436b08.jpg,Google Alerts <googlealerts-noreply@google.com>,https://www.pharmaceutical-technology.com/news/chmp-msd-keytruda-regimen/
Shorter Survival if Bone Pain Diagnosed in Prostate Cancer,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638580069849512291-66a9e2f9ec5c19dea90867d1.jpg,Healio,https://www.healio.com/news/hematology-oncology/20240726/bone-pain-at-diagnosis-linked-to-poorer-outcomes-in-advanced-prostate-cancer
ViaLase Awarded CE Mark for Accurate Trabeculotomy in Glaucoma,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638580063867622661-66a9e09bec5c19dea90867d0.jpg,Healio,https://www.healio.com/news/ophthalmology/20240730/vialase-receives-ce-mark-for-femtosecond-laser-to-treat-glaucoma
FDA Approves First Neurotoxin for Treating Facial Lines,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638579213341919232-66a894fdf377506fb381209a.jpg,Healio,https://www.healio.com/news/dermatology/20240725/fda-approves-xeomin-as-first-neurotoxin-for-simultaneous-treatment-of-facial-lines
"American Skin Association Grants for Psoriasis, Vitiligo",2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638579208639633836-66a89386ec5c19dea908672e.jpg,Healio,https://www.healio.com/news/dermatology/20240726/american-skin-association-research-grant-recipients-to-target-psoriasis-vitiligo-more
US Public Health Warning Following Surge in Dengue Virus,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638579205001929003-66a891c8cc033d4f9c136530.jpg,Healio,https://www.healio.com/news/infectious-disease/20240729/qa-cdc-issues-warning-amid-surge-in-dengue-virus
FDA Approves Oral JAK inhibitor Leqselvi for Hair Loss,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638578361366766989-66a748cbf377506fb3812047.jpg,Healio,https://www.healio.com/news/dermatology/20240726/fda-approves-oral-jak-inhibitor-leqselvi-for-severe-alopecia-areata-in-adults
FDA Accepts Furosemide sNDA to Treat Oedema in CKD,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638578341938958686-66a74062cc033d4f9c1364b5.jpg,HCPLive,https://www.hcplive.com/view/fda-accepts-snda-furosemide-furoscix-chronic-kidney-disease
Eisai Seeks EMA Re-examination of Rejected Alzheimer's Drug,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638578337204684146-66a73f0fcc033d4f9c1364b3.jpg,PR Newswire ClinicalTrials Medical Discoveries,https://www.prnewswire.com/news-releases/eisai-will-seek-re-examination-of-chmp-opinion-for-lecanemab-302207484.html
Latest Developments in Celiac Disease Treatments,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638575785814847649-66a35a7af377506fb3811f91.jpg,ScienceDirect Drug Discovery Today,https://doi.org/10.1016/j.drudis.2024.104113
NICE Approves Boehringer's Stroke Drug,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638575782514996501-66a35963f377506fb3811f90.jpg,Pharmaphorum,https://pharmaphorum.com/news/nice-says-boehringer-stroke-drug-could-save-millions
Latest Therapeutic Developments in Urinary Tract Infection,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638575778119962548-66a35745cc033d4f9c13637a.jpg,Contagion Live,https://www.contagionlive.com/view/cuti-roundtable-the-latest-therapeutic-developments
Grünenthal Acquires Valinor for Opioid-Induced Constipation Drug,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638574871670085464-66a1f534ec5c19dea908660f.jpg,Pharmaphorum,https://pharmaphorum.com/news/grunenthal-buys-valinor-and-constipation-drug-250m
