Title,Time,Link,Image URL,Teaser,Source Name
FDA Approves Implantable CGM with Built-in Sensor Lasting 1 Year,2024-09-18 05:47:00,https://www.healio.com/news/endocrinology/20240917/fda-clears-implantable-cgm-with-sensor-that-lasts-up-to-1-year,https://medsii.azureedge.net/images/638622352318181818-66ea687e427e3fe2df75fbb3.jpg,"The FDA has approved the Eversense 365, a continuous glucose monitoring (CGM) system featuring an implantable sensor that lasts up to one year for adults with type 1 or type 2 diabetes. This innovative system includes a removable smart transmitter that provides real-time data to a mobile app and sends vibration alerts to the user. It can also integrate with compatible medical devices like insulin pumps. Scheduled for a U.S. launch in Q4 2024, the Eversense 365 represents a significant advancement in CGM technology, offering enhanced longevity and connectivity for diabetes management.",Healio
FDA Approves Pembrolizumab/Chemotherapy First-Line Use in Advanced Mesothelioma,2024-09-19 07:52:00,https://www.targetedonc.com/view/fda-approves-frontline-pembrolizumab-chemotherapy-in-advanced-mesothelioma,https://medsii.azureedge.net/images/638623291367570175-66ebd796200d2676c39ea2d6.jpg,"The FDA has approved pembrolizumab (Keytruda) combined with chemotherapy as a first-line treatment for patients with unresectable advanced or metastatic malignant pleural mesothelioma. This decision is based on the KEYNOTE-483 trial results, which demonstrated a statistically significant improvement in overall survival (OS) and progression-free survival (PFS) compared to chemotherapy alone. The combination reduced the risk of death by 21%, with median OS of 17.3 months versus 16.1 months for chemotherapy alone. The overall response rate was also notably higher at 62% with the combination treatment. Safety profiles were consistent with previous reports.",Targeted Oncology
Molnupiravir Modestly Lowers Risk of Severe COVID-19 Symptoms ,2024-09-19 07:47:00,https://www.healio.com/news/infectious-disease/20240918/molnupiravir-cuts-risk-for-severe-covid19-symptoms-and-possibly-long-covid,https://medsii.azureedge.net/images/638623288814372145-66ebd659427e3fe2df75fc65.jpg,"A recent randomized controlled trial indicates that the antiviral molnupiravir modestly reduces the risk of severe COVID-19 symptoms and may lower the risk of long COVID. The PANORAMIC trial showed that while molnupiravir did not reduce hospitalization risk for vaccinated adults, it accelerated recovery by four days. Among over 25,000 participants, treatment led to fewer and less severe symptoms, with modest effect sizes. Experts suggest that while antivirals can help high-risk individuals, their impact on long COVID is limited, and further research is needed to optimize their use in prevention and treatment.",Healio
FDA Lifts Clinical Hold on VG-3927 Treatment for Neurodegenerative Disease,2024-09-19 07:41:00,https://www.clinicaltrialsarena.com/news/fda-lifts-hold-vigil-trial/,https://medsii.azureedge.net/images/638623284669266260-66ebd4ea191936c4d1e7cacd.jpg,"The FDA has lifted the partial clinical hold on Vigil Neuroscience's Phase I trial for VG-3927, a treatment for neurodegenerative diseases. Following a complete response from Vigil, interim findings indicated VG-3927's safety, tolerability, and pharmacokinetic profile support further exploration, including once-daily dosing. The trial has expanded to include Alzheimer’s patients, assessing biomarker responses. Vigil plans to release full Phase I data, including results from the Alzheimer’s cohort, in Q1 next year. VG-3927 aims to address microglial dysfunction in Alzheimer's, with positive initial efficacy signals noted.",Clinical Trials Arena
FDA Orphan Drug Status to Vaxinia in Cholangiocarcinoma,2024-09-19 07:35:00,https://www.targetedonc.com/view/fda-grants-orphan-drug-designation-to-cf33-hnis-in-cholangiocarcinoma,https://medsii.azureedge.net/images/638623281258558475-66ebd349427e3fe2df75fc56.jpg,"The FDA has granted orphan drug designation to CF33-hNIS (Vaxinia) for treating cholangiocarcinoma. This genetically engineered oncolytic virus is being investigated in the MAST trial, assessing its efficacy alone and with pembrolizumab in patients with advanced solid tumors. The trial aims to determine safety and optimal dosing, with preliminary results showing an overall response rate of 14% and high disease control rates. CF33-hNIS is well tolerated, with no severe treatment-related adverse effects reported. The designation provides development incentives for treatments addressing rare diseases affecting fewer than 200,000 individuals in the U.S.",Targeted Oncology
Dupilumab Lowers COPD Exacerbation Rates Regardless of BODE Score,2024-09-19 07:25:00,https://www.healio.com/news/pulmonology/20240918/bode-index-score-does-not-change-dupilumab-efficacy-in-copd-with-type-2-inflammation,https://medsii.azureedge.net/images/638623275226789891-66ebd10c191936c4d1e7cacc.jpg,"A study presented at the European Respiratory Society Congress showed that dupilumab significantly reduces exacerbation rates and improves lung function in adults with COPD and type 2 inflammation, regardless of their BODE index score, which predicts mortality risk. The phase 3 BOREAS study involved 939 adults and found that those taking dupilumab experienced a 28.2% and 34.4% reduction in exacerbations for lower and higher BODE scores, respectively. The treatment also improved pre-bronchodilator FEV1. Researchers emphasize the potential of dupilumab across varying patient severities and plan further studies in real-world settings.",Healio
Bacterial Infections May Trigger Type 1 Diabetes,2024-09-19 07:20:00,https://medicalxpress.com/news/2024-09-bacterial-infections-trigger-diabetes.html,https://medsii.azureedge.net/images/638623272303941583-66ebd038200d2676c39ea2b9.jpg,"Researchers have discovered that bacterial proteins can activate killer T-cells, leading to the destruction of insulin-producing cells and the onset of type 1 diabetes. This study, led by Professor Andrew Sewell at Cardiff University, highlights how these T-cells mistakenly target insulin cells after encountering specific bacterial proteins. The findings, published in the Journal of Clinical Investigation, suggest that understanding this mechanism could lead to improved diagnosis and treatment strategies for type 1 diabetes, which currently has no cure and requires lifelong insulin management.",MedicalXpress
New Data Bolsters First-Line Combo Approach in Kidney Cancer,2024-09-20 06:44:00,https://www.targetedonc.com/view/first-line-treatment-for-kidney-cancer-new-data-strengthens-combo-approach,https://medsii.azureedge.net/images/638624114412447624-66ed192a191936c4d1e7cb10.jpg,"A post hoc analysis from the CheckMate-9ER study reveals that increased fucosylation and sialylation of serum proteins are negative prognostic indicators for advanced renal cell carcinoma (RCC) patients treated with nivolumab plus cabozantinib or sunitinib. High levels of specific glycopeptides may predict better responses to the combination therapy over sunitinib. This exploratory research suggests the need for further investigation into glycopeptide biomarkers for RCC treatment outcomes, highlighting the potential role of protein glycosylation in cancer prognosis and therapy response. The study was presented at the 2024 ESMO Congress.",Targeted Oncology
Neurodegenerative Disorders Detected by Leptin Deficiency,2024-09-20 06:38:00,https://medicalxpress.com/news/2024-09-higher-leptin-brain-late-life.html,https://medsii.azureedge.net/images/638624110791211292-66ed176c191936c4d1e7cb0f.jpg,"New research from UT Health San Antonio links obesity to dementia, highlighting the role of leptin, a hormone regulating body weight. Higher leptin levels correlate with improved brain white matter integrity in middle-aged adults, suggesting its deficiency could signal early cognitive impairment related to Alzheimer's or vascular dementia. The study involved 2,262 participants from the Framingham Heart Study and found that leptin markers were associated with cognitive function and brain health. These findings underscore leptin's potential neuroprotective role, indicating that managing obesity may reduce dementia risk.",MedicalXpress
$100m Funding Allows UK Biotech to Refile Rejected Antifungal,2024-09-20 06:33:00,https://pharmaphorum.com/news/armed-100m-funding-f2g-prepares-refile-antifungal,https://medsii.azureedge.net/images/638624107769823360-66ed15e4200d2676c39ea330.jpg,"UK biotech F2G has raised $100 million to advance the development of its oral antifungal candidate, olorofim, for invasive fungal infections after a previous FDA rejection. The funding will support late-stage trials and regulatory review, aiming to address the lack of new therapies for such infections. Olorofim, a novel orotomide antifungal, targets serious conditions like invasive aspergillosis, particularly in immunocompromised patients. The financing was led by the AMR Action Fund, highlighting the urgent need for new treatments as existing options face rising resistance. F2G retains North American rights while Shionogi holds licenses in Europe and Asia.",Pharmaphorum
FDA Orphan Drug Status for ATSN-201 in X-linked Retinoschisis,2024-09-20 06:25:00,https://www.healio.com/news/ophthalmology/20240917/fda-grants-orphan-drug-designation-for-atsn201-for-xlinked-retinoschisis,https://medsii.azureedge.net/images/638624103152617863-66ed14c3200d2676c39ea32e.jpg,"Atsena Therapeutics announced that its gene therapy ATSN-201 has received orphan drug designation from the FDA for treating X-linked retinoschisis (XLRS), a condition with no approved treatments. The therapy aims to address the genetic cause of XLRS through a one-time subretinal injection. The designation offers benefits like market exclusivity and tax credits for clinical trials. The company is currently enrolling participants in a phase 1/2 trial and plans to include pediatric patients soon, while also preparing for discussions with the FDA regarding a phase 3 trial.",Healio
GLP-1 Drugs Decrease HbA1c & Body Weight in Type 1 Diabetes,2024-09-20 06:20:00,https://www.healio.com/news/endocrinology/20240919/offlabel-semaglutide-tirzepatide-lower-hba1c-and-body-weight-in-type-1-diabetes,https://medsii.azureedge.net/images/638624099940948841-66ed1345427e3fe2df75fd06.jpg,"Adults with type 1 diabetes using off-label semaglutide or tirzepatide experienced significant reductions in body weight and HbA1c compared to those not on these medications. A study found that tirzepatide users had a 21.4% weight loss and a 0.68% decrease in HbA1c, while semaglutide users lost 9.1% of their body weight and had a 0.54% HbA1c reduction. Both treatments were associated with decreased insulin requirements, and no serious adverse events were reported. Researchers emphasize the need for randomized controlled trials to further evaluate these medications' efficacy and safety in this population.",Healio
COPD Drugs Anticipated for Next Medicare Price Negotiation,2024-09-20 06:14:00,https://pharmaphorum.com/news/icer-mulls-gsk-copd-drugs-ahead-next-medicare-negotiation,https://medsii.azureedge.net/images/638624096568354710-66ed11ff191936c4d1e7cb0e.jpg,"The Institute for Clinical and Economic Review (ICER) anticipates that a COPD drug will be included in the next round of Medicare price negotiations, despite not being officially involved. ICER previously contributed to a report on Eliquis and Xarelto, which are part of the first negotiation list. It is now preparing a report on GSK's COPD therapies, Breo Ellipta and Trelegy Ellipta, expected to be reviewed for negotiations next year. The Centers for Medicare & Medicaid Services will announce the next 15 drugs by February 1, 2024, with negotiated prices effective January 1, 2027.",Pharmaphorum
